tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate,trains,spacePlatforms
5183,0,1895300,286700,138100,166600,151500,51700,1271600,200,300
5184,0,1886000,301400,196900,149900,139000,51300,1202500,100,100
5185,0,1806200,306200,161200,144900,133800,51300,1162200,200,100
5186,0,1879500,232700,157000,174200,161900,46900,1249500,100,100
5187,0,1620800,219000,147600,141500,131900,49200,956800,200,0
5188,0,1258200,230500,162000,142300,132200,48100,703400,100,100
5189,0,1580300,257500,159300,145300,133700,46800,976600,100,200
5190,0,1627900,232500,169200,153500,140100,48400,1024300,100,100
5191,0,1413600,234800,175500,145600,134900,50500,802200,200,100
5192,0,1225100,266200,167900,144700,133900,50800,608400,200,200
5193,0,1505000,205700,136500,140300,130400,51200,980700,100,100
5194,0,1541600,241400,151300,171800,158300,49400,904500,200,300
5195,0,1691500,245200,152100,145500,134600,50800,1111300,200,100
5196,0,1714200,231600,150700,144600,133800,51000,1106200,100,200
5197,0,1389100,300900,140200,143400,132000,48900,760100,100,0
5198,0,2163400,221300,149000,143700,133500,50600,1559400,0,200
