tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate,trains,spacePlatforms
11098,1,2676800,331100,313600,195800,104100,173600,1769800,10800,100
11099,1,1357600,334900,360500,194100,103800,174500,392100,10800,0
11100,1,1661700,352900,312600,214100,107900,175300,711000,16600,100
11101,1,1677400,358600,372600,209700,105900,178200,684200,11000,100
11102,1,1377700,377100,322600,212100,104600,174800,410500,11000,0
11103,1,1400100,348800,333500,200800,103900,173800,468300,11200,100
11104,1,1521700,343900,312300,209800,104500,173000,597800,10900,100
11105,1,1554300,360800,337500,204300,107300,177800,595900,11400,200
11106,1,1546400,335800,309500,209900,106400,175600,569300,11200,200
11107,1,1549100,346900,320300,203100,114800,174600,617000,10800,100
11108,1,1662400,325100,326200,198100,104200,175600,771800,11300,100
11109,1,1438500,334600,312700,201500,104100,174300,537800,11300,0
11110,1,1594000,335300,315000,213200,116800,186000,580500,10900,0
11111,1,1545700,330700,307400,209800,104600,175700,593900,10800,100
11112,1,1261400,334100,322200,198200,103800,175100,364700,10900,200
11113,1,1221400,322600,284600,195500,103800,174300,379200,10500,100
11114,1,1443200,327700,319100,211200,103900,174500,539500,11000,100
11115,1,1382900,325200,295000,205000,103600,173300,517100,11100,0
11116,1,1299000,322300,328400,203600,106200,176600,354800,10800,200
11117,1,1383000,329800,290200,197700,106300,174600,462800,11200,200
11118,1,1308800,332600,335800,200100,104700,176300,398400,11000,100
11119,1,1232500,331600,274600,204300,104400,174600,347400,11100,100
11120,1,2542400,377100,301500,204900,104500,173200,1604600,10900,100
11121,1,1594600,334700,274300,204600,104200,174400,710600,11100,100
11122,1,1481400,352600,329400,204600,106100,175000,531100,11200,0
11123,1,1328500,329800,271500,197800,104600,174900,499600,11300,200
11124,1,1394400,344500,303600,202900,104400,174300,518400,11100,200
11125,1,1394700,342000,268600,199000,104400,174800,559000,10700,0
11126,1,1368400,336600,315500,198900,104100,175200,493500,10500,100
11127,1,1258800,333300,274900,197600,103900,175300,427900,11100,0
