tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate
1697,4,7118000,40200,138600,209600,179400,198700,6682000
1698,4,7530500,71400,117400,219500,184000,210900,7009900
1699,4,7789600,62500,116200,214900,205400,189000,7300400
1700,4,8590700,39200,97900,216500,208800,206800,8180800
1701,4,8203700,130500,418900,223400,166800,212000,7327700
1702,4,8461400,58800,133100,232700,192200,225200,7948400
1703,4,11312600,51100,129000,246000,218600,234800,10849600
1704,4,12391800,31800,126700,235200,215700,228700,11967000
1705,4,8138000,23400,128700,237400,208400,227500,7712000
1706,4,7937800,85300,127900,211200,205100,162100,7468900
1707,4,7005600,56000,109100,206800,201600,203200,6603200
1708,4,8170200,46500,107800,200000,177500,194500,7782200
1709,4,7340000,59300,113300,216000,210600,147700,6893700
1710,4,8094100,56500,118600,209600,203700,154000,7645800
1711,4,7831800,65900,110400,232300,179100,223000,7347300
1712,4,9218900,56100,113100,233900,214900,225400,8751200
1713,4,7931400,34600,129000,224500,215600,220900,7482000
1714,4,7742400,58200,125500,238500,210300,229200,7210600
1715,4,6197500,36100,126400,220000,213900,213400,5754200
1716,4,7375800,82900,130100,193500,183900,158300,6850400
1717,4,5387700,22600,119400,229100,200300,222900,4952700
1718,4,7084200,64800,125500,204300,198400,198000,6566800
1719,4,9153100,48200,90800,331800,256600,327300,8593000
1720,4,9518600,25400,124000,349600,268300,344300,8962800
1721,4,7738600,22400,110400,232300,206100,224400,7304200
1722,4,7215300,27700,130500,221300,212300,189100,6768200
1723,4,8118500,69000,123900,223300,212700,162600,7569300
1724,4,9428400,39300,122300,236300,225300,178300,8931900
1725,4,7614100,78800,106900,229300,205100,221300,7153800
1726,4,8044300,80400,111700,218800,212000,154900,7548500
1727,4,10123600,26600,106300,233300,215900,225200,9709700
1728,4,13380900,36300,119600,265600,219100,255300,12909100
1729,4,8349900,33200,138300,238500,216000,232200,7866800
1730,4,7590400,46900,128100,224700,160000,214000,7128400
1731,4,7712500,24100,205600,224600,210300,217900,7136500
1732,4,8486600,61300,136200,229100,223200,224000,7999600
1733,4,7294700,42000,125500,218300,210700,215700,6854000
1734,4,7898900,76900,134100,233900,213600,225200,7408900
1735,4,10706400,25300,125000,234400,216500,225700,10263900
1736,4,11975400,35900,134500,235000,216500,227300,11498000
1737,4,8273800,54500,112700,221700,214700,205700,7843400
1738,4,7584600,71200,122200,237200,157600,225600,6998300
1739,4,7689500,51200,122300,229600,164000,219400,7202400
1740,4,8352400,18800,138600,233000,171200,225300,7895000
1741,4,7901600,92600,127100,232000,207000,222100,7383600
1742,4,8477800,39700,112300,202800,165400,193000,8056400
1743,4,7579500,27100,112000,217200,207300,214200,7165700
1744,4,10022700,52700,112000,215900,208700,163300,9569300
1745,4,7376600,52100,120500,209900,176600,199300,6918500
1746,4,8107000,33600,112100,218900,212700,157800,7625800
1747,4,5511300,27600,113800,210000,204400,154000,5098700
1748,4,7322900,74800,120800,227300,212900,218200,6845800
1749,4,5501900,26700,115700,222000,207100,216800,5079800
1750,4,6906900,28000,127900,229400,204600,220100,6428400
1751,4,9888100,41400,116000,344500,264900,339800,9318500
1752,4,9713700,88900,100600,237500,205000,226900,9222800
1753,4,7294800,88000,122800,226100,205200,218500,6788700
1754,4,7048700,64300,94200,240400,174400,234400,6534500
1755,4,7302600,30000,145600,188500,179100,157900,6825100
1756,4,8482700,68300,113600,227100,207700,222300,8013300
1757,4,7541400,67800,118800,217800,202600,212900,7084200
1758,4,8244000,35600,119900,215300,209200,192700,7775000
1759,4,11055300,31900,104000,219100,177300,208600,10603900
1760,4,11713000,45100,115500,221500,215000,174200,11198700
1761,4,9561900,59100,114900,225500,214800,162500,8935100
1762,4,7833700,55500,122900,235400,209500,225800,7323000
1763,4,8137100,95500,106500,261200,209900,251900,7645400
1764,4,9220600,24500,108000,208200,179800,203100,8841300
1765,4,7557200,59000,114700,235100,213500,224700,7115400
1766,4,7996500,48400,124100,199700,187700,194700,7586300
1767,4,10674600,57800,109600,232600,215000,226900,10239600
1768,4,12176300,51100,123800,331100,323500,240000,11628400
1769,4,9334400,66700,127900,248800,241100,216200,8828200
1770,4,7748400,26300,110300,355700,276800,350300,7188800
1771,4,7807100,40200,124700,216400,206400,213900,7349000
1772,4,9258500,53800,121100,229600,223200,222400,8764400
1773,4,7952300,24300,127100,236800,219200,231500,7489300
1774,4,7912400,33800,137700,232000,215700,223900,7420400
1775,4,7775400,67900,118700,233800,209900,224800,7297800
1776,4,9382800,37800,130600,236200,212300,229400,8872400
1777,4,7196600,35500,128400,226600,220900,223000,6738800
1778,4,7520000,44800,117000,218300,210200,161800,7044500
1779,4,5611100,34100,135800,229200,182000,220800,5119000
1780,4,7048900,20500,115000,222400,184700,215100,6645700
1781,4,5326000,35100,111600,220300,207500,213400,4916800
1782,4,7477900,33500,157800,230300,212600,219900,6998800
1783,4,9781000,45900,102600,200500,174100,192300,9378600
1784,4,10737100,30700,117000,240900,223800,234500,10290800
1785,4,7505200,26100,127200,251900,218500,244600,6979600
1786,4,7965200,45000,115100,233400,215600,223500,7414400
1787,4,7481400,43800,106300,210400,203300,159800,7076900
1788,4,8669900,36600,117800,225900,219800,167400,8247100
1789,4,7449100,65200,111800,212300,206700,192800,7008700
1790,4,7881200,51600,117300,179300,173700,156400,7491900
1791,4,10427100,64300,118500,234100,210700,225500,9917500
1792,4,11164500,42300,106200,189400,185400,180500,10771400
1793,4,9671400,40200,116000,227400,192600,213700,9219600
1794,4,7423800,38400,122600,224000,167600,213000,6987300
1795,4,7509000,38500,132900,220500,213100,169600,7066700
1796,4,8978600,58200,146500,220600,214500,213400,8502200
1797,4,7830400,25700,126900,239400,214300,233500,7403900
1798,4,8363100,62500,126000,213400,206200,173600,7839800
1799,4,7508400,58400,117000,218500,211800,164500,7047300
1800,4,9012100,112800,136200,247600,228400,239100,8475000
1801,4,7580200,74700,142700,224300,157800,214100,7094700
1802,4,7973000,70200,116300,219900,203700,213400,7519600
1803,4,5758100,30100,106400,216100,208900,213200,5351300
1804,4,7063100,68400,116300,226900,215300,216800,6580400
1805,4,5540600,23500,133800,217100,201000,211600,5079100
1806,4,6727700,69200,114000,207600,201600,153800,6235600
1807,4,9037300,51700,122100,242500,215800,233400,8552400
1808,4,14787500,49500,153800,233700,171700,224800,14285600
1809,4,8147700,26500,109900,293900,288900,212900,7655900
1810,4,7680700,72000,113500,216500,211000,191800,7171200
1811,4,8771800,42500,107900,206600,169300,197600,8348100
1812,4,8572600,24000,113300,239400,222200,234500,8138300
1813,4,7170100,30700,129900,190300,176400,185400,6762700
1814,4,8535600,74900,100800,192000,175900,187300,8106100
1815,4,10249000,65200,116400,219300,212600,166600,9789200
1816,4,11788300,40700,103700,211100,177900,201600,11288100
1817,4,8515400,84700,127000,205400,184300,200500,7975700
1818,4,7213900,25900,109200,231700,195700,222100,6743300
1819,4,8323700,57800,112700,229100,208700,221700,7821500
1820,4,9799100,89500,123300,231700,164600,220600,9287500
1821,4,8142300,20800,128500,230700,206000,220300,7646800
1822,4,8548300,91200,121700,252800,228100,241000,7975600
1823,4,11294400,61200,126100,213900,206800,204800,10839600
1824,4,12078800,23200,121000,238200,209100,229800,11649800
1825,4,8183600,29200,122400,243600,214700,236400,7747000
1826,4,7224400,51300,116800,233700,218600,226100,6779700
1827,4,7223900,25300,119700,346300,271300,339000,6695200
1828,4,8545900,26800,142100,233900,228400,227400,8095100
1829,4,7733300,27500,114500,237700,214200,231500,7297400
1830,4,8093200,40900,120100,241200,216100,233400,7621200
1831,4,7635500,70200,111500,207600,169700,196500,7160600
1832,4,9804300,59200,121800,210400,205000,195600,9338100
1833,4,8180100,41000,122700,209600,183100,201100,7742400
1834,4,7448700,34800,111000,219100,202200,209100,6969500
1835,4,5978100,35300,115100,232900,224100,225000,5522600
1836,4,7217900,29400,133600,224700,168000,218500,6692000
1837,4,5436700,76800,114700,224900,190000,213700,4948500
1838,4,6731200,35000,119400,232000,216000,222000,6228600
1839,4,9254100,66700,108500,231400,184100,222400,8746800
1840,4,8889000,35300,107100,231300,213500,224300,8461800
1841,4,7851800,30100,123300,249600,228800,240300,7381000
1842,4,6920700,31300,144300,230200,194800,221300,6459200
1843,4,7942500,47800,123800,234500,176300,228100,7484500
1844,4,9195100,28800,130700,230700,220900,192900,8736100
1845,4,8424000,72100,125900,232600,179400,224300,7846900
1846,4,8708400,80000,112700,231700,212600,226300,8056800
1847,4,10671200,36100,123400,222100,217000,200600,10181000
1848,4,12794200,88100,126700,258700,219300,248500,12222700
1849,4,8845900,53000,127400,231900,207900,224700,8378600
1850,4,7415200,31800,126800,229400,201400,222900,6973900
1851,4,7713400,22700,118200,230200,212400,221800,7222100
1852,4,8504600,36000,129700,222400,216200,175800,8044800
1853,4,7259900,57500,130900,232200,215700,223800,6795600
1854,4,7744100,38800,125400,230600,213700,223600,7310800
1855,4,10497400,57800,117100,211700,190900,200600,10060200
1856,4,11878800,51300,121600,268100,218900,258700,11380400
1857,4,9288800,20300,116500,219500,211000,212600,8892100
1858,4,7368900,41400,126300,221600,210500,213400,6832400
1859,4,7997400,36400,122800,216300,209600,158600,7540000
1860,4,8537700,70800,119000,233200,211600,225100,8072100
1861,4,7419900,69300,119800,222500,202000,217100,6970700
1862,4,7706800,71200,113400,206500,179000,198200,7282400
1863,4,7562800,37900,106600,217800,211900,198800,7149900
1864,4,9462200,39500,124800,235200,170900,229100,9007200
1865,4,7149800,36600,120000,216600,205700,211700,6715600
1866,4,7727800,30800,123300,221100,210300,216400,7255100
1867,4,5580400,32300,113100,222800,202400,217700,5152700
1868,4,6940100,74800,129100,219200,203900,212900,6472300
1869,4,5535800,34300,117000,207200,201700,159100,5123800
1870,4,7227800,28600,117900,232800,205200,226100,6748400
1871,4,10165000,84400,116700,254800,166100,244300,9655400
1872,4,10072700,244300,119700,236000,212300,223600,9403100
1873,4,7551900,22300,136500,220000,154900,213700,7105200
1874,4,7211500,60700,127100,225700,219400,190300,6737500
1875,4,7305700,57000,127600,213700,162100,207900,6855900
1876,4,8253400,25800,107900,219700,203500,213400,7845100
1877,4,7776400,39100,122900,235300,211300,224400,7324300
1878,4,8316800,54000,118600,198000,163200,187200,7734500
1879,4,10540700,71500,111000,232600,215200,224700,9975700
1880,4,11406700,72700,129300,241100,206200,234100,10915500
1881,4,9884100,81900,122000,230700,176800,215600,9339200
1882,4,7286800,25600,125600,348500,274900,343800,6695900
1883,4,8161100,40700,103600,248700,178400,237800,7737100
1884,4,9450600,26100,121400,237400,217800,224100,9016200
1885,4,7884600,87000,131000,237800,216500,226000,7384500
1886,4,8311500,91700,123200,226100,202400,217900,7827900
1887,4,7423100,62600,118600,241700,215100,231200,6961100
1888,4,9688300,69700,117500,197600,178600,189600,9260100
1889,4,6987700,42500,100300,211700,206100,152200,6571000
1890,4,7497300,63500,110700,225900,206100,217700,7033800
1891,4,5884500,65200,157100,232600,208900,223500,5361000
1892,4,7295400,45600,111600,234800,161400,228500,6826700
1893,4,5813500,27900,117900,220900,193400,215100,5383500
1894,4,6766300,39700,119000,223700,159700,217800,6284800
1895,4,9295200,79300,117800,231900,211000,220500,8804100
1896,4,9647500,23000,106500,242900,215300,234100,9148700
1897,4,7236300,87400,123800,248000,213400,238200,6707400
1898,4,7787500,71700,116600,237700,210000,227000,7247700
1899,4,7984800,62800,123000,227400,212000,220200,7471100
1900,4,8797400,35300,116900,239800,210500,232700,8336200
1901,4,7575400,39300,132500,204100,182100,195900,7124800
1902,4,7952500,47100,110600,232800,185500,226400,7509300
1903,4,10694400,38900,110900,231100,212200,224400,10257400
1904,4,12108000,34600,133900,228900,221200,225300,11636400
1905,4,8666600,65800,131100,224200,215500,170700,8186800
1906,4,7210800,40400,117400,221500,213800,165500,6732900
1907,4,7567000,40600,131700,226500,221400,221500,7121800
1908,4,8474800,54400,161600,231800,208400,222700,7984200
1909,4,7939100,46500,121900,230900,213300,223500,7410700
1910,4,8221300,55400,118300,231100,186700,225300,7711200
1911,4,11047200,22400,119300,214100,206700,196000,10578600
1912,4,11580300,60400,114500,236500,168800,230600,11090100
1913,4,8608200,62800,109400,241100,214500,232800,8143500
1914,4,7084300,62800,135800,217600,212300,186400,6623900
1915,4,7141500,78000,120400,209900,204900,205900,6687500
1916,4,8942300,533200,123100,228500,209400,221700,8002800
1917,4,7700000,55300,119600,215600,206200,212200,7264200
1918,4,8310100,28200,112700,195800,182900,189200,7829400
1919,4,7532900,22900,109000,226600,208700,219000,7092100
1920,4,8757600,73900,109800,219300,192000,212600,8304400
1921,4,7687600,38500,151600,213700,207800,167700,7215800
1922,4,7393800,76700,117200,209800,187700,199400,6931400
1923,4,6196300,70700,112100,209200,204400,191400,5750900
1924,4,7239200,57900,111400,236600,201100,227300,6780000
1925,4,5713400,42500,214100,239200,204700,229500,5157400
1926,4,6900200,38600,109600,233000,202900,225900,6394900
1927,4,9364700,55400,144400,227000,204200,221100,8851900
1928,4,14412700,28800,114400,246500,227400,236200,13967000
1929,4,7857400,43800,143100,213400,182000,205500,7396800
1930,4,7401900,30000,102700,233600,217200,224000,6848400
1931,4,8400700,37100,136600,224200,217000,171800,7816500
1932,4,8574800,36700,131800,217200,208600,160400,8131800
1933,4,7292400,41200,141000,177200,171600,156000,6883600
1934,4,7675800,71200,111900,183700,177900,157400,7253900
1935,4,10373800,34500,111100,200600,176000,192000,9956500
1936,4,11704600,22000,133100,249900,181400,242500,11235200
1937,4,9009700,27300,114000,254200,214600,243800,8556700
1938,4,8059800,25900,118900,197800,177900,192500,7595900
1939,4,7433200,39400,141000,226700,169600,220600,6934500
1940,4,8614000,23900,126600,230400,209700,224900,8110200
1941,4,7600800,41700,134600,231600,182500,221000,7044800
1942,4,7954600,52700,124000,207500,182000,202000,7479100
1943,4,10589100,42000,116600,243900,208200,234700,10155500
1944,4,11995400,39900,121700,241700,211700,232900,11566600
1945,4,7997000,22200,135900,236000,207800,228900,7576600
1946,4,7236700,24200,126100,226000,219900,220800,6833600
1947,4,6990200,49500,109700,225400,212200,217100,6580800
1948,4,8968000,61600,118500,214300,191200,206700,8533600
1949,4,7605800,43700,122800,220200,214100,217500,7168800
1950,4,8396800,55400,120700,208600,181500,200100,7959700
1951,4,7635400,64400,109800,225300,213400,166700,7167100
1952,4,9558200,20900,122200,218100,208900,214900,9126900
1953,4,8157400,22300,119700,227200,192900,222300,7732100
1954,4,7544300,62900,113500,234100,215900,227000,7041300
1955,4,5823000,44200,124700,218400,211600,167100,5376900
1956,4,7148000,41700,108700,232400,170700,226300,6671900
1957,4,5934600,27100,120500,226400,222500,218100,5508700
1958,4,6645900,57600,137100,227500,213200,218400,6132500
1959,4,9175700,35900,112400,234700,206900,225400,8718600
1960,4,8951100,91600,102100,240800,218300,232800,8477000
1961,4,6930800,20300,124300,229600,206600,224300,6507900
1962,4,7554900,60000,118100,187600,184100,177600,7137500
1963,4,8199600,80300,118800,217900,162200,207500,7725100
1964,4,9175400,58600,118600,228800,184100,222300,8711600
1965,4,7694400,21600,111600,218800,203500,213800,7283400
1966,4,8464500,86600,109200,239800,216400,229300,7920400
1967,4,10608800,35000,133300,227300,221100,159900,10160500
1968,4,12329700,53900,119200,244300,218500,232700,11862900
1969,4,8402700,41600,112000,241600,212600,231500,7947100
1970,4,7132500,27200,146600,241900,215200,232400,6650200
1971,4,7212500,32000,109600,222600,215500,163500,6680400
1972,4,8987400,22700,119900,229100,199200,220300,8498900
1973,4,7507000,42900,116700,227400,208600,221200,7061500
1974,4,8185200,73900,122700,230900,210100,218900,7691900
1975,4,7657900,20900,113900,237800,209500,224900,7207400
1976,4,9881200,47800,146200,203500,175800,195200,9407300
1977,4,7977600,36100,114400,226800,220800,170000,7550400
1978,4,7765700,66600,137100,228300,207800,222400,7196600
1979,4,6220400,24800,136600,337600,267800,332300,5631200
1980,4,7030600,70000,117600,226300,164800,220800,6573100
1981,4,5206600,72300,110200,211600,204800,208800,4768100
1982,4,7007500,45300,126800,223500,206400,218500,6566100
1983,4,9215800,37800,111700,226500,180500,220700,8799600
1984,4,10156700,41400,118900,227800,162200,217500,9713900
1985,4,6623400,54200,114800,224600,171600,218100,6174600
1986,4,7570800,37000,99500,236900,206500,231900,7103200
1987,4,7423900,62700,130700,211900,203400,156800,6956000
1988,4,8524500,80200,122700,229500,170400,220200,8038900
1989,4,7931700,40600,123400,231200,208500,221600,7476700
1990,4,8641400,71700,122900,214300,173800,204000,8131100
1991,4,10722900,50400,116000,189300,181400,177700,10291800
1992,4,11948000,36800,110900,263100,224700,248900,11460900
1993,4,9293100,44500,129500,241700,221300,232900,8782400
1994,4,6913800,35600,123400,227100,186400,220500,6474100
1995,4,6961000,53900,143300,192800,181000,184300,6511800
1996,4,8448100,71200,114400,220000,206600,210700,7976900
1997,4,7279000,41100,107900,223500,169400,216200,6845200
1998,4,8569200,25000,129400,222400,216500,219400,8083800
1999,4,10216700,26300,113800,208900,197600,204000,9776600
2000,4,11312200,33600,125500,204500,195200,176500,10884500
2001,4,9671400,72800,123600,216400,179700,208200,9149200
2002,4,7598300,27600,121000,206400,177900,195100,7068000
2003,4,7920400,28900,108400,228600,214700,221300,7442800
2004,4,9070300,77900,127500,219600,202100,212400,8598800
2005,4,7825500,29300,128600,229700,186300,219300,7386800
2006,4,9058500,56300,139400,344300,270200,337600,8453700
2007,4,7241300,18400,152500,183600,178800,178800,6828600
2008,4,9237200,20400,119300,185200,171000,178500,8872400
2009,4,7869800,79700,111900,227200,208300,219000,7386800
2010,4,7545200,43600,109200,196800,169600,188900,7122100
2011,4,5940000,72400,110000,236400,204100,225800,5431000
2012,4,7595800,55700,128300,231600,187300,221100,7103300
2013,4,5587400,39600,124200,220900,193200,214900,5145100
2014,4,6752000,25800,115300,214400,169400,208400,6289800
2015,4,9496700,35800,125800,214600,171000,207900,8983500
2016,4,10347900,42500,109100,215200,168500,208900,9778200
2017,4,6803200,38000,114800,208500,204200,198900,6398000
2018,4,7276600,37700,113500,200900,176100,195600,6838300
2019,4,7359400,65000,107200,187400,178500,181700,6926900
2020,4,8378300,61900,125000,220000,174800,214800,7929500
2021,4,7752400,78000,103500,237900,212600,226800,7280500
2022,4,7913600,24000,127600,235900,201600,227500,7467700
2023,4,10769400,48800,116000,225500,215700,169900,10323500
2024,4,12074900,59900,113700,215500,176000,205700,11619000
2025,4,8604800,65300,115000,230900,211800,224300,8138800
2026,4,7557400,24700,123400,244200,220500,233100,7053400
2027,4,7538500,40900,119000,216600,210500,211700,7110900
2028,4,9357500,49100,126800,242400,168200,229700,8884700
2029,4,7666100,44000,126400,202800,185000,194300,7225400
2030,4,8831400,46800,114300,222000,215500,219200,8387000
2031,4,10704200,23000,121900,207300,168300,201700,10252300
2032,4,11344100,41500,111500,235900,205100,223900,10886500
2033,4,8900200,44500,120200,208600,206100,198100,8395700
2034,4,7191700,42300,121300,184900,178600,160900,6735300
2035,4,7192500,27200,93300,223000,174600,216700,6801600
2036,4,8379600,63200,124700,208300,182500,200100,7939800
2037,4,7951000,65700,109300,241700,193200,231600,7502700
2038,4,8022500,73400,119400,194100,183000,166300,7507100
2039,4,7432400,21600,102900,225900,218100,222800,7010800
2040,4,9380600,73600,132200,218700,186700,211500,8903300
2041,4,7953300,49100,135500,226000,161100,220300,7493300
2042,4,8229400,87900,114500,211700,208200,199300,7773200
2043,4,5948400,15400,114800,222400,174700,215300,5549500
2044,4,7351400,28900,124600,200300,173900,195000,6945700
2045,4,5190000,60400,108300,216700,201700,211900,4766300
2046,4,6697900,35900,94400,217600,201800,212500,6266600
2047,4,8439000,77300,108100,216100,209700,156700,7991000
2048,4,14853000,32600,107100,222300,193000,216700,14446600
2049,4,9143200,22000,121900,236400,171700,230600,8706100
2050,4,7714300,58200,124900,202100,194100,160200,7234400
2051,4,8279400,26700,123000,232600,173600,226800,7842400
2052,4,8914200,22100,114100,222000,206700,215000,8506400
2053,4,7458100,90300,122700,203100,182300,192100,6991800
2054,4,8552200,77400,145300,242200,218600,231700,8021700
2055,4,11037900,71400,127400,217600,211900,199300,10539500
2056,4,11602500,64200,119800,228600,174400,223300,11119400
2057,4,8428400,38700,234800,236200,214500,226200,7872000
2058,4,7562700,40400,148200,292800,224100,287400,6964300
2059,4,7565600,73400,117200,223700,211900,213800,7046000
2060,4,8528900,26100,124100,234800,215800,226400,8070400
2061,4,7650000,36900,124200,212600,205900,208800,7147800
2062,4,8007800,68900,119700,346500,267400,340600,7364700
2063,4,7356500,46100,133200,238300,205600,228700,6895100
2064,4,10237700,342700,115900,224200,217500,187600,9439600
2065,4,7266400,26000,122300,219900,213300,217000,6788200
2066,4,7833700,57100,116500,270900,263700,194100,7340200
2067,4,5629300,22800,98600,231400,209000,219600,5232800
2068,4,7406900,55300,128800,231000,201100,224600,6938300
2069,4,5271000,36000,118700,217200,209800,211400,4840700
2070,4,7140900,58900,133600,202400,183800,193800,6669600
2071,4,9261200,34900,106900,246200,208200,236300,8803300
2072,4,10275000,74300,126300,241900,218400,230400,9761100
2073,4,8315600,32700,106200,229300,208700,223000,7875800
2074,4,6889200,44000,133300,222800,203100,217400,6380000
2075,4,7406600,20000,145200,222500,204400,215800,6973600
2076,4,8737800,59900,130700,223300,210000,215200,8228500
2077,4,7407800,35900,133400,234300,162600,227100,6947200
2078,4,7964400,53600,116300,222800,170200,217100,7482900
2079,4,10887000,22200,114800,239200,212400,227800,10437200
2080,4,11404300,68000,121400,254200,217500,243600,10903700
2081,4,9232100,47100,127600,252400,172000,239700,8720200
2082,4,7892000,47800,205100,234800,163400,223700,7341000
2083,4,8262100,65000,115600,198600,175300,190900,7812000
2084,4,8922600,69400,112300,233300,162700,223000,8432100
2085,4,7632800,53700,194800,202300,160500,193100,7127100
2086,4,8128000,63700,132200,217300,169200,212100,7616300
2087,4,10666100,46100,105500,243300,216900,231800,10218500
2088,4,11986200,56500,120100,232000,167200,225700,11520500
2089,4,8702500,56000,129400,243300,221600,235100,8201300
2090,4,6871500,52900,155400,194200,186700,189800,6404400
2091,4,7304600,27300,117900,229900,214600,224800,6822200
2092,4,8701300,31500,119900,213000,188400,201600,8250200
2093,4,8219700,36100,107300,203200,195800,195200,7802800
2094,4,8295500,24700,105600,229300,184400,220500,7863500
2095,4,7746600,25300,113400,215600,209800,207400,7241700
2096,4,10028800,35300,186800,230900,219600,168100,9433500
2097,4,7593400,50700,133200,228600,211400,223200,7128600
2098,4,7800500,33000,109800,226500,213000,218800,7298200
2099,4,5927600,24400,124800,220400,214400,186400,5474700
2100,4,6685900,25100,119300,206000,183800,199400,6210300
2101,4,5306000,23600,131400,217300,211300,214800,4765500
2102,4,6672700,49800,118800,229100,217200,220700,6231400
2103,4,8934200,55300,118200,228900,211600,222100,8501300
2104,4,9581200,42400,102800,180300,174300,161800,9218900
2105,4,7203200,57900,99900,237800,213800,230900,6760800
2106,4,7711100,44700,114700,178500,175300,167000,7269300
2107,4,8032000,37200,111000,239200,221100,228800,7576900
2108,4,8700000,37100,129800,217300,212600,193600,8269100
2109,4,7952100,64200,124800,224700,209500,218200,7496600
2110,4,8867100,106300,111100,208600,202700,158300,8344400
2111,4,10474900,29100,95100,233200,214300,227000,10066600
2112,4,11165800,27800,143800,240500,219000,234700,10700200
2113,4,9582200,32000,130000,242400,224000,234400,9121900
2114,4,6805300,21400,126900,219200,199200,212000,6373000
2115,4,7123200,61300,163900,238300,208200,228200,6605700
2116,4,8527000,55100,151000,236600,212700,227300,8026600
2117,4,7771600,52700,122600,240000,218400,227400,7294600
2118,4,8717800,55400,121600,216600,209000,166500,8200000
2119,4,10909600,37800,124300,290900,214000,279700,10367000
2120,4,11923400,54200,136500,263000,222100,251000,11394800
2121,4,9138000,58100,114900,232900,221800,177800,8613700
2122,4,7381100,29500,115200,211300,203800,159400,6931400
2123,4,7785500,25000,130000,218600,213000,196700,7376800
2124,4,8363700,36400,123100,231800,225900,197700,7935900
2125,4,7792700,22600,120700,239800,209900,234600,7371700
2126,4,8207400,73300,121800,262800,226100,253700,7636700
2127,4,7559000,35200,114100,227700,211700,221600,7081900
2128,4,9787200,39500,114200,224900,169200,215100,9370200
2129,4,7519700,25700,132600,348500,268100,342100,6957300
2130,4,7494000,44400,110200,251500,216800,242600,7036100
2131,4,5875200,63700,126700,231800,178700,223700,5395300
2132,4,7274800,22700,105200,214500,182400,208900,6880800
2133,4,5593200,68800,129900,216700,166500,210900,5126500
2134,4,6895400,78100,111500,204600,171100,194900,6412400
2135,4,9033200,38300,112200,230800,206300,221500,8612300
2136,4,10295500,86900,120600,250800,213400,239500,9733300
2137,4,7365200,66900,112700,230600,154300,220000,6901800
2138,4,7724500,20400,114300,218800,213900,197000,7282500
2139,4,7351100,67000,103600,214600,174500,206600,6905700
2140,4,8292600,21400,124900,221200,163300,215400,7897200
2141,4,7467100,55200,110900,240600,161000,229700,7025500
2142,4,8248700,26000,118600,226000,206900,219000,7839300
2143,4,10942900,29300,120700,215900,188300,205500,10520700
2144,4,12871500,77500,146100,214900,212100,204500,12359000
2145,4,8160900,38300,121800,189500,185800,179600,7733700
2146,4,8228200,64100,113900,202700,184900,192800,7724900
2147,4,8089500,38000,112400,228600,221300,173500,7641800
2148,4,8743300,60000,126200,234200,204100,228300,8247200
2149,4,7246300,42400,126300,205900,162200,196700,6807200
2150,4,8241300,19800,113900,224000,207100,217000,7825900
2151,4,7460700,28100,113000,226200,213100,221100,6971700
2152,4,8912500,39300,119100,221300,214400,219500,8455000
2153,4,7737900,76100,108000,236600,218400,226400,7256000
2154,4,7266900,76500,135500,237600,217600,229600,6761700
2155,4,5719500,33600,117700,222800,215800,213600,5280600
2156,4,7289200,30700,118600,223600,161700,213500,6846500
2157,4,5595000,25100,113400,191200,185800,186900,5147900
2158,4,6973200,51500,107200,224700,209400,217700,6388200
2159,4,8742800,34800,104900,217900,208500,214300,8307700
2160,4,9734200,58200,131100,215100,209200,209300,9274000
2161,4,7763300,32600,105800,240500,212700,230900,7338700
2162,4,6971300,72900,116000,222300,205800,214000,6522500
2163,4,7764800,43500,158500,217100,178600,211500,7306200
2164,4,8948900,52100,118800,227300,202100,218800,8504600
2165,4,7801100,59300,103600,232400,168100,222200,7347800
2166,4,8361300,66700,126400,206700,201300,154000,7841000
2167,4,10675100,44400,116200,244800,215800,236800,10206300
2168,4,16676600,69400,117600,287800,228100,277300,16142800
2169,4,10121800,55700,151600,218000,210800,186100,9627800
2170,4,8304100,26100,135300,228900,213600,221900,7783600
2171,4,8210400,61900,110300,237600,192600,230700,7744800
2172,4,9067000,71700,117600,208400,205600,196800,8612600
2173,4,7971900,61400,122600,227400,178900,219000,7498700
2174,4,8566700,63400,129400,230400,212600,219100,8069200
2175,4,10870200,62200,117600,233500,213100,222000,10377100
2176,4,12191600,50000,118900,232000,168300,221700,11696700
2177,4,8331300,47800,110900,223500,217100,157700,7870000
2178,4,7697500,22800,118700,228100,202300,222000,7201000
2179,4,7484000,21900,112500,212500,205000,205300,7018800
2180,4,8773300,65700,117200,231200,220300,170400,8279800
2181,4,7487000,23200,108900,220700,212200,217600,7039700
2182,4,8028900,36500,127800,308700,230000,301600,7446900
2183,4,7547400,25100,116900,344400,266500,338700,7008700
2184,4,10695100,66300,128100,230900,196100,221000,10212600
2185,4,7551700,66100,113000,199900,175600,192900,7029200
2186,4,7834100,32200,131400,213900,208100,150400,7281000
2187,4,5725300,25400,186300,215500,210400,191100,5256700
2188,4,7269900,39700,108500,241800,209000,232600,6772800
2189,4,6064200,92500,105400,226600,207100,218900,5528600
2190,4,7264300,38900,118300,227900,216800,218900,6819200
2191,4,9537000,54700,119200,227600,205000,220100,9055100
2192,4,10057200,62500,117300,238100,220700,226500,9568900
2193,4,8289800,26100,124100,204000,172800,197900,7874700
