tick,run,wholeUpdate,entityUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate
3754,0,2226000,1794300,66400,193700,103800
3755,0,1879200,1475000,78000,192800,105400
3756,0,1900700,1515000,72700,151800,103200
3757,0,2159800,1750000,96700,169200,106900
3758,0,2327800,1907900,85500,162800,103000
3759,0,2013400,1654400,43600,158900,95700
3760,0,1860600,1554700,22600,141200,103600
3761,0,2480500,2111100,74400,132900,121000
3762,0,2565000,2164900,83400,183100,100800
3763,0,2363100,1991500,72200,172600,100800
3764,0,2337900,1941100,82200,180100,105100
3765,0,2663400,2200900,93500,190300,137600
3766,0,2739100,2319600,57100,165200,115400
3767,0,2010100,1718300,31800,136500,92000
3768,0,2220600,1860800,70100,144200,109200
3769,0,2639600,2272000,53000,158200,118200
3770,0,2339900,1960000,47600,188500,101300
3771,0,2213300,1815000,72300,156900,97700
3772,0,1838300,1469500,63000,145700,113800
3773,0,2267800,1898500,45800,176900,102400
3774,0,2390000,1989700,44000,218600,93400
3775,0,2238900,1863100,72400,162500,110300
3776,0,2025700,1609400,130800,143600,103100
3777,0,1726500,1398600,23700,165300,101000
3778,0,2095700,1707600,26200,152500,111500
3779,0,2392200,1933900,89700,187800,115800
3780,0,2164400,1736000,74500,165500,154500
3781,0,2144100,1729000,40500,216400,113800
3782,0,1814000,1451900,42900,158000,124600
3783,0,1997700,1633600,49000,145500,134300
3784,0,2388500,1939900,77500,206100,128500
3785,0,2150800,1775300,47600,162500,112000
3786,0,1836000,1418000,62300,168700,118800
3787,0,2212100,1863800,43000,168000,97200
3788,0,2823800,2416500,77400,180300,119400
3789,0,2194400,1766800,71200,199100,111200
3790,0,1968400,1522200,61400,171200,117600
3791,0,2618400,2242900,27700,196700,106300
3792,0,2699700,2260100,122000,166500,110300
3793,0,2427900,1991500,71200,186100,133500
3794,0,1981700,1629000,35000,163200,110700
3795,0,2089100,1669100,76200,177500,127900
3796,0,2233600,1788900,90700,186100,113400
3797,0,1976000,1543700,63200,158300,108500
3798,0,1999400,1568800,97000,140600,112800
3799,0,2127500,1483600,188600,137000,127100
3800,0,2413300,1897600,81100,197200,113100
3801,0,2097700,1696000,63900,136900,133100
3802,0,1788900,1433000,36300,137900,114100
3803,0,2026600,1572900,173700,144300,117300
3804,0,2117200,1720300,85600,181400,110500
3805,0,2169500,1799200,71200,147700,131600
3806,0,2334000,1985100,74200,144600,110600
3807,0,1747000,1462700,29300,124000,113200
3808,0,1905800,1586600,30500,156000,110800
3809,0,1882600,1539700,50300,128500,128500
3810,0,1797000,1436600,69700,125100,114400
3811,0,2073600,1785500,22500,116500,108800
3812,0,1793000,1402400,107800,138800,108400
3813,0,1734700,1444600,23500,121500,110500
3814,0,1720900,1348300,63300,134000,113600
3815,0,1829700,1482500,71000,130600,116200
3816,0,1783500,1306700,65800,141000,206800
3817,0,1784900,1404400,60400,168600,114700
3818,0,1854100,1480300,75600,142300,106200
3819,0,1728900,1406400,42000,115700,112200
3820,0,1602500,1279300,65500,136000,102200
3821,0,1692400,1376500,48800,138800,101900
